guild,taxon,genus,species,present_in_retained_matrix,stable_candidate_yes_no,direction_in_primary_association,rationale,cautionary_note,exploratory_due_to_small_panel
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,Eubacterium,Eubacterium sp CAG 274,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,Eubacterium,Eubacterium sp CAG 38,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,Eubacterium,Eubacterium sp OM08 24,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,Eubacterium,Eubacterium ventriosum,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,Faecalibacterium,Faecalibacterium prausnitzii,True,yes,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,Fusicatenibacter,Fusicatenibacter saccharivorans,True,yes,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,Gemmiger,Gemmiger formicilis,True,yes,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens,Intestinimonas,Intestinimonas butyriciproducens,True,yes,CRC_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,Roseburia,Roseburia faecis,True,yes,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,Roseburia,Roseburia hominis,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,Roseburia,Roseburia intestinalis,True,yes,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,Roseburia,Roseburia inulinivorans,True,yes,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,Roseburia,Roseburia sp CAG 182,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303,Roseburia,Roseburia sp CAG 303,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309,Roseburia,Roseburia sp CAG 309,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
butyrate_SCFA_associated_commensal_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,Roseburia,Roseburia sp CAG 471,True,no,control_higher,literature-prior taxonomy-defined panel of commonly discussed butyrate/SCFA-associated commensal genera,taxonomy-name panel only; no direct functional activity or butyrate-production measurement,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,Bacteroides,Bacteroides fragilis,True,yes,CRC_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,Bilophila,Bilophila wadsworthia,True,yes,CRC_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,Citrobacter,Citrobacter freundii,True,no,control_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae,Citrobacter,Citrobacter youngae,True,no,control_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex,Enterobacter,Enterobacter cloacae complex,True,no,CRC_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,Escherichia,Escherichia coli,True,yes,CRC_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,Klebsiella,Klebsiella pneumoniae,True,no,control_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae,Klebsiella,Klebsiella quasipneumoniae,True,no,control_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
Bacteroides_Enterobacteriaceae_context_panel,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,Klebsiella,Klebsiella variicola,True,no,control_higher,"conservative taxonomy-defined Bacteroides fragilis, Escherichia coli, Bilophila, and Enterobacteriaceae context panel",exploratory taxonomic context only; no mechanistic or functional inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum,Fusobacterium,Fusobacterium mortiferum,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,Fusobacterium,Fusobacterium nucleatum,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum,Fusobacterium,Fusobacterium periodonticum,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans,Fusobacterium,Fusobacterium ulcerans,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium,Fusobacterium,Fusobacterium varium,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,Gemella,Gemella haemolysans,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum,Gemella,Gemella morbillorum,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis,Gemella,Gemella sanguinis,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,Parvimonas,Parvimonas micra,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis,Peptostreptococcus,Peptostreptococcus stomatis,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei,Solobacterium,Solobacterium moorei,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group,Streptococcus,Streptococcus anginosus group,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,Streptococcus,Streptococcus australis,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus,Streptococcus,Streptococcus cristatus,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,Streptococcus,Streptococcus gordonii,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,Streptococcus,Streptococcus infantis,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_milleri,Streptococcus,Streptococcus milleri,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis,Streptococcus,Streptococcus mitis,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,Streptococcus,Streptococcus mutans,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis,Streptococcus,Streptococcus oralis,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,Streptococcus,Streptococcus parasanguinis,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus,Streptococcus,Streptococcus pasteurianus,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,Streptococcus,Streptococcus salivarius,True,yes,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis,Streptococcus,Streptococcus sanguinis,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12,Streptococcus,Streptococcus sp A12,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442,Streptococcus,Streptococcus sp F0442,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,Streptococcus,Streptococcus thermophilus,True,no,control_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
oral_pathobiont_associated_panel,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,Streptococcus,Streptococcus vestibularis,True,no,CRC_higher,literature-prior taxonomy-defined oral/pathobiont-associated CRC context panel,taxonomy-name panel only; no oral-source or transmission inference,False
